,treatment_cultivar,cultivar,variable,value_simulated,value_measured,experiment,position,calibration_code,plantgro_variables,overview_variables,calibration_method,short_label,long_label,treatment
964,DR22_G-5,ENTRY 5,Product wt (kg dm/ha;no loss),1774.0,2063.0,CIOB2301 WH ROOTS ANATOMY,5,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
965,DR22_G-5,ENTRY 5,Product unit weight (g dm),0.039,0.026,CIOB2301 WH ROOTS ANATOMY,6,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
966,DR22_G-5,ENTRY 5,Product number (no/m2),4595.0,7952.0,CIOB2301 WH ROOTS ANATOMY,7,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
968,DR22_G-5,ENTRY 5,Product harvest index (ratio),0.48,0.38,CIOB2301 WH ROOTS ANATOMY,9,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
969,DR22_G-5,ENTRY 5,Maximum leaf area index,1.7,3.0,CIOB2301 WH ROOTS ANATOMY,10,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
972,DR22_G-5,ENTRY 5,Canopy (tops) wt (kg dm/ha),3721.0,5440.0,CIOB2301 WH ROOTS ANATOMY,13,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
973,DR22_G-5,ENTRY 5,Vegetative wt (kg dm/ha),1947.0,3377.0,CIOB2301 WH ROOTS ANATOMY,14,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
983,DR22_G-5,ENTRY 5,Product N (kg/ha),46.8,54.5,CIOB2301 WH ROOTS ANATOMY,24,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
985,DR22_G-5,ENTRY 5,Product N (%),2.6,2.6,CIOB2301 WH ROOTS ANATOMY,26,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
991,DR22_G-6,ENTRY 6,Emergence (DAP),3.0,6.0,CIOB2301 WH ROOTS ANATOMY,2,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
992,DR22_G-6,ENTRY 6,Anthesis (DAP),87.0,77.0,CIOB2301 WH ROOTS ANATOMY,3,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
993,DR22_G-6,ENTRY 6,Maturity (DAP),127.0,110.0,CIOB2301 WH ROOTS ANATOMY,4,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
994,DR22_G-6,ENTRY 6,Product wt (kg dm/ha;no loss),2056.0,2550.0,CIOB2301 WH ROOTS ANATOMY,5,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
995,DR22_G-6,ENTRY 6,Product unit weight (g dm),0.039,0.019,CIOB2301 WH ROOTS ANATOMY,6,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
996,DR22_G-6,ENTRY 6,Product number (no/m2),5227.0,13506.0,CIOB2301 WH ROOTS ANATOMY,7,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
998,DR22_G-6,ENTRY 6,Product harvest index (ratio),0.58,0.45,CIOB2301 WH ROOTS ANATOMY,9,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
999,DR22_G-6,ENTRY 6,Maximum leaf area index,2.5,3.4,CIOB2301 WH ROOTS ANATOMY,10,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1002,DR22_G-6,ENTRY 6,Canopy (tops) wt (kg dm/ha),3518.0,5766.0,CIOB2301 WH ROOTS ANATOMY,13,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1003,DR22_G-6,ENTRY 6,Vegetative wt (kg dm/ha),1462.0,3216.0,CIOB2301 WH ROOTS ANATOMY,14,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1013,DR22_G-6,ENTRY 6,Product N (kg/ha),59.5,61.9,CIOB2301 WH ROOTS ANATOMY,24,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1015,DR22_G-6,ENTRY 6,Product N (%),2.9,2.4,CIOB2301 WH ROOTS ANATOMY,26,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1021,DR22_G-7,ENTRY 7,Emergence (DAP),3.0,6.0,CIOB2301 WH ROOTS ANATOMY,2,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1022,DR22_G-7,ENTRY 7,Anthesis (DAP),94.0,75.0,CIOB2301 WH ROOTS ANATOMY,3,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1023,DR22_G-7,ENTRY 7,Maturity (DAP),133.0,110.0,CIOB2301 WH ROOTS ANATOMY,4,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1024,DR22_G-7,ENTRY 7,Product wt (kg dm/ha;no loss),2161.0,2173.0,CIOB2301 WH ROOTS ANATOMY,5,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1025,DR22_G-7,ENTRY 7,Product unit weight (g dm),0.041,0.022,CIOB2301 WH ROOTS ANATOMY,6,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1026,DR22_G-7,ENTRY 7,Product number (no/m2),5245.0,10031.0,CIOB2301 WH ROOTS ANATOMY,7,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1028,DR22_G-7,ENTRY 7,Product harvest index (ratio),0.6,0.44,CIOB2301 WH ROOTS ANATOMY,9,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1029,DR22_G-7,ENTRY 7,Maximum leaf area index,2.1,3.3,CIOB2301 WH ROOTS ANATOMY,10,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1032,DR22_G-7,ENTRY 7,Canopy (tops) wt (kg dm/ha),3603.0,4945.0,CIOB2301 WH ROOTS ANATOMY,13,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1033,DR22_G-7,ENTRY 7,Vegetative wt (kg dm/ha),1442.0,2772.0,CIOB2301 WH ROOTS ANATOMY,14,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1043,DR22_G-7,ENTRY 7,Product N (kg/ha),56.7,49.8,CIOB2301 WH ROOTS ANATOMY,24,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1045,DR22_G-7,ENTRY 7,Product N (%),2.6,2.3,CIOB2301 WH ROOTS ANATOMY,26,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1051,DR22_G-8,ENTRY 8,Emergence (DAP),3.0,6.0,CIOB2301 WH ROOTS ANATOMY,2,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1052,DR22_G-8,ENTRY 8,Anthesis (DAP),86.0,84.0,CIOB2301 WH ROOTS ANATOMY,3,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
1053,DR22_G-8,ENTRY 8,Maturity (DAP),126.0,111.0,CIOB2301 WH ROOTS ANATOMY,4,pest_09_initial_parameters,,"Emergence (DAP), Anthesis (DAP), Maturity (DAP), Product wt (kg dm/ha;no loss), Product unit weight (g dm), Product number (no/m2), Product harvest index (ratio), Maximum leaf area index, Canopy (tops) wt (kg dm/ha), Vegetative wt (kg dm/ha), Product N (kg/ha), Product N (%)",PEST,CI_CAW,"PEST, Endpoint Variables, 5 Parameter Groups, Updated Controls, Initial Cultivar Values = CI0001 +  Initial Ecotype Values = CAWH01",Drought Stress 2022
